customer_id,name,email,city,state,signup_date,customer_segment
C00099,Customer 99,customer99@example.com,Mumbai,Maharashtra,2025-02-11,Corporate
C00100,Customer 100,customer100@example.com,Bengaluru,Karnataka,2026-01-22,Small Business
C00101,Customer 101,customer101@example.com,Kolkata,West Bengal,2025-08-12,Consumer
C00102,Customer 102,customer102@example.com,Hyderabad,Telangana,2025-01-20,Corporate
C00103,Customer 103,customer103@example.com,Chennai,Tamil Nadu,2025-01-08,Consumer
C00104,Customer 104,customer104@example.com,Ahmedabad,Gujarat,2024-07-23,Small Business
C00105,Customer 105,customer105@example.com,Jaipur,Rajasthan,2024-07-03,Small Business
C00106,Customer 106,customer106@example.com,Jaipur,Rajasthan,2024-01-28,Small Business
C00107,Customer 107,customer107@example.com,Kolkata,West Bengal,2025-12-26,Consumer
C00108,Customer 108,customer108@example.com,Kolkata,West Bengal,2026-03-27,Corporate
C00109,Customer 109,customer109@example.com,Delhi,Delhi,2026-04-18,Corporate
C00110,Customer 110,customer110@example.com,Kolkata,West Bengal,2024-05-22,Small Business
C00111,Customer 111,customer111@example.com,Bengaluru,Karnataka,2024-09-04,Corporate
C00112,Customer 112,customer112@example.com,Mumbai,Maharashtra,2026-01-02,Corporate
C00113,Customer 113,customer113@example.com,Chennai,Tamil Nadu,2024-03-16,Corporate
C00114,Customer 114,customer114@example.com,Ahmedabad,Gujarat,2025-05-05,Small Business
C00115,Customer 115,customer115@example.com,Chennai,Tamil Nadu,2025-07-01,Small Business
C00116,Customer 116,customer116@example.com,Chennai,Tamil Nadu,2025-07-10,Consumer
C00117,Customer 117,customer117@example.com,Hyderabad,Telangana,2025-12-19,Small Business
C00118,Customer 118,customer118@example.com,Ahmedabad,Gujarat,2025-10-15,Consumer
C00119,Customer 119,customer119@example.com,Delhi,Delhi,2026-02-26,Consumer
C00120,Customer 120,customer120@example.com,Hyderabad,Telangana,2024-06-19,Small Business
C00121,Customer 121,customer121@example.com,Ahmedabad,Gujarat,2024-02-15,Small Business
C00122,Customer 122,customer122@example.com,Chennai,Tamil Nadu,2026-02-09,Corporate
C00123,Customer 123,customer123@example.com,Chennai,Tamil Nadu,2024-04-18,Consumer
C00124,Customer 124,customer124@example.com,Delhi,Delhi,2024-09-21,Consumer
C00125,Customer 125,customer125@example.com,Jaipur,Rajasthan,2026-02-03,Small Business
C00126,Customer 126,customer126@example.com,Jaipur,Rajasthan,2025-08-17,Small Business
C00127,Customer 127,customer127@example.com,Ahmedabad,Gujarat,2024-08-14,Corporate
C00128,Customer 128,customer128@example.com,Hyderabad,Telangana,2025-02-04,Corporate
C00129,Customer 129,customer129@example.com,Ahmedabad,Gujarat,2025-12-08,Small Business
C00130,Customer 130,customer130@example.com,Mumbai,Maharashtra,2024-12-19,Consumer
C00131,Customer 131,customer131@example.com,Kolkata,West Bengal,2024-04-17,Corporate
C00132,Customer 132,customer132@example.com,Chennai,Tamil Nadu,2024-03-28,Consumer
C00133,Customer 133,customer133@example.com,Mumbai,Maharashtra,2024-12-22,Corporate
C00134,Customer 134,customer134@example.com,Hyderabad,Telangana,2025-04-11,Consumer
C00135,Customer 135,customer135@example.com,JAIPUR,Rajasthan,2025-05-09,Corporate
C00136,Customer 136,customer136@example.com,Kolkata,West Bengal,2024-04-09,Corporate
C00137,Customer 137,customer137@example.com,Kolkata,West Bengal,2024-11-22,Consumer
C00138,Customer 138,customer138@example.com,Bengaluru,Karnataka,2024-02-15,Small Business
C00139,Customer 139,customer139@example.com,Delhi,Delhi,2024-01-24,Corporate
C00140,Customer 140,customer140@example.com,Delhi,Delhi,2025-11-24,Consumer
C00141,Customer 141,customer141@example.com,Pune,Maharashtra,2025-06-12,Consumer
C00142,Customer 142,customer142@example.com,Jaipur,Rajasthan,2024-06-12,Corporate
C00143,Customer 143,customer143@example.com,Jaipur,Rajasthan,2025-03-12,Corporate
C00144,Customer 144,customer144@example.com,Pune,Maharashtra,2026-03-27,Corporate
C00145,Customer 145,customer145@example.com,Mumbai,Maharashtra,2024-07-09,Small Business
C00146,Customer 146,customer146@example.com,Chennai,Tamil Nadu,2025-02-09,Consumer
C00147,Customer 147,customer147@example.com,Ahmedabad,Gujarat,2024-07-21,Corporate
C00148,Customer 148,customer148@example.com,Ahmedabad,Gujarat,2025-03-15,Corporate
C00149,Customer 149,customer149@example.com,Panipat,Haryana,2025-12-22,Consumer
C00150,Customer 150,customer150@example.com,Pune,Maharashtra,2024-10-12,Small Business
C00151,Customer 151,customer151@example.com,Delhi,Delhi,2025-08-14,
C00152,Customer 152,customer152@example.com,Jaipur,Rajasthan,2024-07-10,Corporate
C00153,Customer 153,customer153@example.com,Hyderabad,Telangana,2024-07-20,Corporate
C00154,Customer 154,customer154@example.com,Delhi,Delhi,2024-09-25,Small Business
C00155,Customer 155,customer155@example.com,Kolkata,West Bengal,2025-06-24,Small Business
C00156,Customer 156,customer156@example.com,Hyderabad,Telangana,2025-09-03,Corporate
C00157,Customer 157,customer157@example.com,Ahmedabad,Gujarat,2025-02-05,Small Business
C00158,Customer 158,customer158@example.com,Delhi,Delhi,2024-12-22,Corporate
C00159,Customer 159,customer159@example.com,Kolkata,West Bengal,2025-09-24,Consumer
C00160,Customer 160,customer160@example.com,Bengaluru,Karnataka,2025-09-21,Small Business
C00161,Customer 161,customer161@example.com,Delhi,Delhi,2025-11-19,Consumer
C00162,Customer 162,customer162@example.com,Hyderabad,Telangana,2024-04-30,Consumer
C00163,Customer 163,customer163@example.com,Bengaluru,Karnataka,2024-04-29,Consumer
C00164,Customer 164,customer164@example.com,Hyderabad,Telangana,2025-12-11,Consumer
C00165,Customer 165,customer165@example.com,Jaipur,Rajasthan,2025-02-01,Corporate
C00166,Customer 166,customer166@example.com,Ahmedabad,Gujarat,2024-05-21,Small Business
C00167,Customer 167,customer167@example.com,Chennai,Tamil Nadu,2025-03-09,Consumer
C00168,Customer 168,customer168@example.com,Kolkata,West Bengal,2025-10-12,Small Business
C00169,Customer 169,customer169@example.com,Mumbai,Maharashtra,2025-07-22,Consumer
C00170,Customer 170,customer170@example.com,Kolkata,West Bengal,2024-10-22,Consumer
C00171,Customer 171,customer171@example.com,Mumbai,Maharashtra,2024-11-18,Corporate
C00172,Customer 172,customer172@example.com,Ahmedabad,Gujarat,2024-02-24,Corporate
C00173,Customer 173,customer173@example.com,Panipat,Haryana,2025-05-11,Consumer
C00174,Customer 174,customer174@example.com,Pune,Maharashtra,2026-04-14,Corporate
C00175,Customer 175,customer175@example.com,Jaipur,Rajasthan,2025-06-01,Small Business
C00176,Customer 176,customer176@example.com,Kolkata,West Bengal,2025-02-22,Small Business
C00177,Customer 177,customer177@example.com,Kolkata,West Bengal,2025-03-01,Small Business
C00178,Customer 178,customer178@example.com,Kolkata,West Bengal,2025-05-15,Consumer
C00179,Customer 179,customer179@example.com,Delhi,Delhi,2025-08-01,Consumer
C00180,Customer 180,customer180@example.com,Pune,Maharashtra,2024-10-26,Consumer
C00181,Customer 181,customer181@example.com,Bengaluru,Karnataka,2024-08-18,Small Business
C00182,Customer 182,customer182@example.com,Bengaluru,Karnataka,2024-06-21,Corporate
C00183,Customer 183,customer183@example.com,Ahmedabad,Gujarat,2026-01-30,Corporate
C00184,Customer 184,customer184@example.com,Jaipur,Rajasthan,2025-06-07,Consumer
C00185,Customer 185,customer185@example.com,Ahmedabad,Gujarat,2024-04-26,Corporate
C00186,Customer 186,customer186@example.com,Jaipur,Rajasthan,2026-04-23,Corporate
C00187,Customer 187,customer187@example.com,Jaipur,Rajasthan,2026-04-22,Consumer
C00188,Customer 188,customer188@example.com,Kolkata,West Bengal,2025-07-13,Consumer
C00189,Customer 189,customer189@example.com,Chennai,Tamil Nadu,2024-04-14,Small Business
C00190,Customer 190,customer190@example.com,Pune,Maharashtra,2024-10-31,Consumer
C00191,Customer 191,customer191@example.com,Kolkata,West Bengal,2024-09-26,Corporate
C00192,Customer 192,customer192@example.com,Delhi,Delhi,2025-03-25,
C00193,Customer 193,customer193@example.com,Pune,Maharashtra,2024-08-02,Small Business
C00194,Customer 194,customer194@example.com,Ahmedabad,Gujarat,2025-12-06,Corporate
C00195,Customer 195,customer195@example.com,Ahmedabad,Gujarat,2025-10-09,Corporate
C00196,Customer 196,customer196@example.com,Mumbai,Maharashtra,2025-09-22,Consumer
C00197,Customer 197,customer197@example.com,Pune,Maharashtra,2026-04-13,Consumer
C00198,Customer 198,customer198@example.com,Panipat,Haryana,2025-08-06,Corporate
C00199,Customer 199,customer199@example.com,Jaipur,Rajasthan,2024-10-14,Small Business
C00200,Customer 200,customer200@example.com,Jaipur,Rajasthan,2024-06-21,Corporate
C00201,Customer 201,customer201@example.com,Bengaluru,Karnataka,2024-10-23,Small Business
C00202,Customer 202,customer202@example.com,Bengaluru,Karnataka,2026-05-28,Small Business
C00203,Customer 203,customer203@example.com,Delhi,Delhi,2024-05-18,Corporate
C00204,Customer 204,customer204@example.com,Panipat,Haryana,2024-10-10,Small Business
C00205,Customer 205,customer205@example.com,Mumbai,Maharashtra,2025-12-19,Consumer
C00206,Customer 206,customer206@example.com,Pune,Maharashtra,2024-05-29,Small Business
C00207,Customer 207,customer207@example.com,Hyderabad,Telangana,2026-04-28,Consumer
C00208,Customer 208,customer208@example.com,Chennai,Tamil Nadu,2025-05-16,Consumer
C00209,Customer 209,customer209@example.com,Ahmedabad,Gujarat,2025-10-09,Corporate
C00210,Customer 210,customer210@example.com,Chennai,Tamil Nadu,2025-01-19,Corporate
C00211,Customer 211,customer211@example.com,Delhi,Delhi,2025-10-10,Consumer
C00212,Customer 212,customer212@example.com,Chennai,Tamil Nadu,2025-06-11,Small Business
C00213,Customer 213,customer213@example.com,Bengaluru,Karnataka,2025-12-12,Corporate
C00214,Customer 214,customer214@example.com,Kolkata,West Bengal,2025-05-14,Corporate
C00215,Customer 215,customer215@example.com,Ahmedabad,Gujarat,2024-01-03,Small Business
C00216,Customer 216,customer216@example.com,Delhi,Delhi,2026-01-18,Corporate
C00217,Customer 217,customer217@example.com,Hyderabad,Telangana,2026-05-20,
C00218,Customer 218,customer218@example.com,Jaipur,Rajasthan,2025-02-11,Consumer
C00219,Customer 219,customer219@example.com,Chennai,Tamil Nadu,2026-04-24,Consumer
C00220,Customer 220,customer220@example.com,Kolkata,West Bengal,2024-10-01,Corporate
C00221,Customer 221,customer221@example.com,Bengaluru,Karnataka,2024-12-11,Small Business
C00222,Customer 222,customer222@example.com,Ahmedabad,Gujarat,2024-05-13,Small Business
C00223,Customer 223,customer223@example.com,Kolkata,West Bengal,2026-03-18,Corporate
C00224,Customer 224,customer224@example.com,Panipat,Haryana,2024-02-17,Consumer
C00225,Customer 225,customer225@example.com,Kolkata,West Bengal,2024-01-17,Consumer
C00226,Customer 226,customer226@example.com,Mumbai,Maharashtra,2025-03-27,Corporate
C00227,Customer 227,customer227@example.com,Panipat,Haryana,2025-03-14,Consumer
C00228,Customer 228,customer228@example.com,Mumbai,Maharashtra,2025-10-27,Corporate
C00229,Customer 229,customer229@example.com,Mumbai,Maharashtra,2026-06-14,Corporate
C00230,Customer 230,customer230@example.com,Delhi,Delhi,2025-11-01,Corporate
C00231,Customer 231,customer231@example.com,Bengaluru,Karnataka,2024-03-25,Corporate
C00232,Customer 232,customer232@example.com,Mumbai,Maharashtra,2024-02-23,Corporate
C00233,Customer 233,customer233@example.com,Bengaluru,Karnataka,2026-01-13,Small Business
C00234,Customer 234,customer234@example.com,Pune,Maharashtra,2025-03-15,Small Business
C00235,Customer 235,customer235@example.com,Delhi,Delhi,2025-12-21,Consumer
C00236,Customer 236,customer236@example.com,Panipat,Haryana,2024-08-06,Corporate
C00237,Customer 237,customer237@example.com,Delhi,Delhi,2024-05-15,Small Business
C00238,Customer 238,customer238@example.com,Pune,Maharashtra,2025-06-15,Small Business
C00239,Customer 239,customer239@example.com,Kolkata,West Bengal,2024-01-10,Consumer
C00240,Customer 240,customer240@example.com,Hyderabad,Telangana,2026-04-16,Consumer
C00241,Customer 241,customer241@example.com,Chennai,Tamil Nadu,2025-12-11,Consumer
C00242,Customer 242,customer242@example.com,Kolkata,West Bengal,2024-03-13,Consumer
C00243,Customer 243,customer243@example.com,Chennai,Tamil Nadu,2024-04-01,Small Business
C00244,Customer 244,customer244@example.com,Delhi,Delhi,2024-04-15,Corporate
C00245,Customer 245,customer245@example.com,Hyderabad,Telangana,2024-11-02,Consumer
C00246,Customer 246,customer246@example.com,Chennai,Tamil Nadu,2026-03-03,Consumer
C00247,Customer 247,customer247@example.com,Mumbai,Maharashtra,2024-03-11,Small Business
C00248,Customer 248,customer248@example.com,Ahmedabad,Gujarat,2024-01-09,Small Business
C00249,Customer 249,customer249@example.com,Mumbai,Maharashtra,2025-03-26,Corporate
C00250,Customer 250,customer250@example.com,Pune,Maharashtra,2025-10-05,Small Business
C00251,Customer 251,customer251@example.com,Mumbai,Maharashtra,2025-02-25,Small Business
C00252,Customer 252,customer252@example.com,Kolkata,West Bengal,2026-05-30,Consumer
C00253,Customer 253,customer253@example.com,Delhi,Delhi,2024-04-12,Consumer
C00254,Customer 254,customer254@example.com,Delhi,Delhi,2025-08-26,Small Business
C00255,Customer 255,customer255@example.com,Chennai,Tamil Nadu,2024-12-25,Corporate
C00256,Customer 256,customer256@example.com,Hyderabad,Telangana,2026-03-21,Consumer
C00257,Customer 257,customer257@example.com,Pune,Maharashtra,2024-10-10,Small Business
C00258,Customer 258,customer258@example.com,Delhi,Delhi,2024-09-11,
C00259,Customer 259,customer259@example.com,Ahmedabad,Gujarat,2025-09-06,Small Business
C00260,Customer 260,customer260@example.com,Ahmedabad,Gujarat,2024-10-18,Small Business
C00261,Customer 261,,Panipat,Haryana,2026-05-18,Small Business
C00262,Customer 262,customer262@example.com,Bengaluru,Karnataka,2024-07-29,Small Business
C00263,Customer 263,customer263@example.com,Ahmedabad,Gujarat,2025-06-05,Consumer
C00264,Customer 264,customer264@example.com,Chennai,Tamil Nadu,2024-10-29,Small Business
C00265,Customer 265,customer265@example.com,Panipat,Haryana,2026-03-13,Consumer
C00266,Customer 266,customer266@example.com,Kolkata,West Bengal,2025-01-30,Consumer
C00267,Customer 267,customer267@example.com,Pune,Maharashtra,2025-05-26,Small Business
C00268,Customer 268,customer268@example.com,Ahmedabad,Gujarat,2024-03-13,Small Business
C00269,Customer 269,customer269@example.com,Panipat,Haryana,2025-01-04,Corporate
C00270,Customer 270,customer270@example.com,Mumbai,Maharashtra,2025-01-31,Small Business
C00271,Customer 271,customer271@example.com,Chennai,Tamil Nadu,2025-01-09,Small Business
C00272,Customer 272,customer272@example.com,Mumbai,Maharashtra,2026-02-20,Corporate
C00273,Customer 273,customer273@example.com,Delhi,Delhi,2024-01-18,Small Business
C00274,Customer 274,customer274@example.com,Delhi,Delhi,2024-01-15,Corporate
C00275,Customer 275,customer275@example.com,Pune,Maharashtra,2024-02-10,Consumer
C00276,Customer 276,customer276@example.com,Chennai,Tamil Nadu,2025-06-02,Corporate
C00277,Customer 277,customer277@example.com,Jaipur,Rajasthan,2026-02-24,Corporate
C00278,Customer 278,customer278@example.com,Chennai,Tamil Nadu,2025-12-19,Corporate
C00279,Customer 279,customer279@example.com,Delhi,Delhi,2025-10-17,Small Business
C00280,Customer 280,customer280@example.com,Jaipur,Rajasthan,2025-09-22,Consumer
C00281,Customer 281,customer281@example.com,Bengaluru,Karnataka,2024-03-26,Corporate
C00282,Customer 282,customer282@example.com,Delhi,Delhi,2025-06-07,Consumer
C00283,Customer 283,customer283@example.com,Mumbai,Maharashtra,2025-07-03,Corporate
C00284,Customer 284,customer284@example.com,Chennai,Tamil Nadu,2025-08-23,Small Business
C00285,Customer 285,customer285@example.com,Delhi,Delhi,2024-11-13,Small Business
C00286,Customer 286,customer286@example.com,Chennai,Tamil Nadu,2026-01-17,Consumer
C00287,Customer 287,customer287@example.com,Panipat,Haryana,2024-09-07,Consumer
C00288,Customer 288,customer288@example.com,Chennai,Tamil Nadu,2024-04-28,Corporate
C00289,Customer 289,customer289@example.com,Ahmedabad,Gujarat,2025-09-15,Consumer
C00290,Customer 290,customer290@example.com,Bengaluru,Karnataka,2025-11-13,Small Business
C00291,Customer 291,customer291@example.com,Mumbai,Maharashtra,2024-05-02,Consumer
C00292,Customer 292,customer292@example.com,Mumbai,Maharashtra,2025-12-19,Consumer
C00293,Customer 293,customer293@example.com,Mumbai,Maharashtra,2025-05-23,Corporate
C00294,Customer 294,customer294@example.com,Jaipur,Rajasthan,2025-06-13,Small Business
C00295,Customer 295,customer295@example.com,Bengaluru,Karnataka,2024-06-19,Corporate
C00296,Customer 296,customer296@example.com,Mumbai,Maharashtra,2026-02-06,Corporate
C00297,Customer 297,customer297@example.com,Delhi,Delhi,2026-02-28,Consumer
C00298,Customer 298,customer298@example.com,Hyderabad,Telangana,2026-04-06,Corporate
C00299,Customer 299,customer299@example.com,Bengaluru,Karnataka,2025-06-20,Consumer
C00300,Customer 300,customer300@example.com,Bengaluru,Karnataka,2025-12-30,Small Business
C00301,Customer 301,customer301@example.com,Delhi,Delhi,2025-05-23,Corporate
C00302,Customer 302,customer302@example.com,Jaipur,Rajasthan,2025-01-03,Consumer
C00303,Customer 303,customer303@example.com,Kolkata,West Bengal,2026-05-29,Small Business
C00304,Customer 304,customer304@example.com,Mumbai,Maharashtra,2025-01-11,Consumer
C00305,Customer 305,,Bengaluru,Karnataka,2026-03-02,Consumer
C00306,Customer 306,customer306@example.com,Ahmedabad,Gujarat,2025-11-21,Small Business
C00307,Customer 307,customer307@example.com,Delhi,Delhi,2024-08-21,Small Business
C00308,Customer 308,customer308@example.com,Jaipur,Rajasthan,2024-01-03,Consumer
C00309,Customer 309,customer309@example.com,Panipat,Haryana,2024-09-07,Consumer
C00310,Customer 310,customer310@example.com,Kolkata,West Bengal,2025-01-07,Corporate
C00311,Customer 311,customer311@example.com,Mumbai,Maharashtra,2024-07-02,Consumer
C00312,Customer 312,customer312@example.com,Jaipur,Rajasthan,2026-04-02,Small Business
C00313,Customer 313,customer313@example.com,Chennai,Tamil Nadu,2024-08-17,Corporate
C00314,Customer 314,customer314@example.com,Pune,Maharashtra,2025-03-02,Small Business
C00315,Customer 315,customer315@example.com,Hyderabad,Telangana,2024-10-04,Consumer
C00316,Customer 316,customer316@example.com,Ahmedabad,Gujarat,2025-01-16,Consumer
C00317,Customer 317,customer317@example.com,Jaipur,Rajasthan,2025-11-20,Consumer
C00318,Customer 318,customer318@example.com,Mumbai,Maharashtra,2024-08-16,Small Business
C00319,Customer 319,customer319@example.com,Panipat,Haryana,2025-02-14,Consumer
C00320,Customer 320,customer320@example.com,Kolkata,West Bengal,2026-06-05,Corporate
C00321,Customer 321,customer321@example.com,Bengaluru,Karnataka,2024-12-01,Consumer
C00322,Customer 322,customer322@example.com,Jaipur,Rajasthan,2025-04-12,Consumer
C00323,Customer 323,customer323@example.com,Hyderabad,Telangana,2024-07-24,Corporate
C00324,Customer 324,customer324@example.com,Ahmedabad,Gujarat,2026-03-14,Corporate
C00325,Customer 325,customer325@example.com,Ahmedabad,Gujarat,2024-09-05,Corporate
C00326,Customer 326,customer326@example.com,Hyderabad,Telangana,2025-08-28,Corporate
C00327,Customer 327,customer327@example.com,Pune,Maharashtra,2026-01-20,Small Business
C00328,Customer 328,customer328@example.com,Pune,Maharashtra,2024-06-03,Consumer
C00329,Customer 329,customer329@example.com,Chennai,Tamil Nadu,2024-01-25,Consumer
C00330,Customer 330,customer330@example.com,Jaipur,Rajasthan,2024-12-20,Small Business
C00331,Customer 331,customer331@example.com,Panipat,Haryana,2024-12-09,Consumer
